 x	MCS15	MCS14	MCS13	MCS12	MCS11	MCS10	MCS09	MCS08	MCS07	MCS06	MCS05	MCS04	MCS03	MCS02	MCS01	
16.53	1	1	0.000147198	0	0	0	0	0	0	0	0	0	0	0	0	
16.54	1	1	0.0001329	0	0	0	0	0	0	0	0	0	0	0	0	
16.55	1	1	0.000119991	0	0	0	0	0	0	0	0	0	0	0	0	
16.56	1	1	0.000108336	0	0	0	0	0	0	0	0	0	0	0	0	
16.57	1	1	9.78134e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.58	1	1	8.83125e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.59	1	1	7.97345e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.6	1	1	7.19897e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.61	1	1	6.49972e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.62	1	1	5.86838e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.63	1	1	5.29837e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.64	1	1	4.78373e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.65	1	1	4.31907e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.66	1	1	3.89955e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.67	1	1	3.52078e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.68	1	1	3.1788e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.69	1	1	2.87003e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.7	1	1	2.59126e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.71	1	1	2.33956e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.72	1	1	2.11232e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.73	1	1	1.90714e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.74	1	1	1.7219e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.75	1	1	1.55464e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.76	1	1	1.40364e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.77	1	1	1.2673e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.78	1	1	1.1442e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.79	1	1	1.03306e-05	0	0	0	0	0	0	0	0	0	0	0	0	
16.8	1	1	9.3272e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.81	1	1	8.42122e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.82	1	1	7.60325e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.83	1	1	6.86473e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.84	1	1	6.19794e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.85	1	1	5.59592e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.86	1	1	5.05237e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.87	1	1	4.56162e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.88	1	1	4.11854e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.89	1	1	3.7185e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.9	1	1	3.35731e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.91	1	1	3.03121e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.92	1	1	2.73678e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.93	1	1	2.47095e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.94	1	1	2.23094e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.95	1	1	2.01424e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.96	1	1	1.81859e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.97	1	1	1.64195e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.98	1	1	1.48246e-06	0	0	0	0	0	0	0	0	0	0	0	0	
16.99	1	1	1.33847e-06	0	0	0	0	0	0	0	0	0	0	0	0	
17	1	0.9977	1.20846e-06	0	0	0	0	0	0	0	0	0	0	0	0	
17.01	1	0.996662	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.02	1	0.995625	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.03	1	0.994589	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.04	1	0.993554	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.05	1	0.99252	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.06	1	0.991487	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.07	1	0.990455	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.08	1	0.989425	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.09	1	0.988395	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.1	1	0.987367	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.11	1	0.986339	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.12	1	0.985313	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.13	1	0.983009	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.14	1	0.979438	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.15	1	0.97588	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.16	1	0.972334	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.17	1	0.968802	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.18	1	0.965282	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.19	1	0.961775	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.2	1	0.958281	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.21	1	0.9548	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.22	1	0.951331	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.23	1	0.947875	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.24	1	0.944431	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.25	1	0.941	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.26	1	0.930313	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.27	1	0.919748	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.28	1	0.909302	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.29	1	0.898975	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.3	1	0.888766	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.31	1	0.878672	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.32	1	0.868693	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.33	1	0.858827	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.34	1	0.849074	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.35	1	0.839431	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.36	1	0.829897	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.37	1	0.820472	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.38	1	0.80555	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.39	1	0.785433	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.4	1	0.76582	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.41	1	0.746696	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.42	1	0.728049	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.43	1	0.709869	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.44	1	0.692142	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.45	1	0.674858	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.46	1	0.658005	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.47	1	0.641574	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.48	1	0.625552	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.49	1	0.609931	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.5	1	0.5947	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.51	1	0.571609	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.52	1	0.549414	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.53	1	0.528081	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.54	1	0.507576	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.55	1	0.487868	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.56	1	0.468924	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.57	1	0.450717	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.58	1	0.433216	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.59	1	0.416395	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.6	1	0.400227	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.61	1	0.384686	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.62	1	0.36975	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.63	1	0.351468	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.64	1	0.330401	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.65	1	0.310597	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.66	1	0.29198	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.67	1	0.274479	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.68	1	0.258027	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.69	1	0.242561	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.7	1	0.228022	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.71	1	0.214354	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.72	1	0.201506	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.73	1	0.189428	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.74	1	0.178074	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.75	1	0.1674	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.76	1	0.15429	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.77	1	0.142207	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.78	1	0.13107	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.79	1	0.120805	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.8	1	0.111344	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.81	1	0.102624	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.82	1	0.0945874	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.83	1	0.0871797	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.84	1	0.0803523	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.85	1	0.0740595	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.86	1	0.0682595	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.87	1	0.0629138	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.88	1	0.0575448	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.89	1	0.052233	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.9	1	0.0474115	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.91	1	0.0430351	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.92	1	0.0390627	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.93	1	0.0354569	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.94	1	0.032184	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.95	1	0.0292131	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.96	1	0.0265166	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.97	1	0.0240689	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.98	1	0.0218472	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.99	1	0.0198305	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	1	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.01	1	0.0161333	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.02	1	0.0144602	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.03	1	0.0129606	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.04	1	0.0116166	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.05	1	0.0104119	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.06	1	0.00933211	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.07	1	0.00836433	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.08	1	0.00749691	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.09	1	0.00671944	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.1	1	0.00602261	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.11	1	0.00539804	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.12	1	0.00483823	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.13	1	0.00433649	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.14	1	0.00388677	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.15	1	0.0034837	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.16	1	0.00312242	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.17	1	0.00279861	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.18	1	0.00250838	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.19	1	0.00224825	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.2	1	0.0020151	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.21	1	0.00180612	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.22	1	0.00161882	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.23	1	0.00145094	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.24	1	0.00130047	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.25	1	0.00116561	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.26	1	0.00104473	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.27	1	0.000936386	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.28	1	0.000839279	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.29	1	0.000752242	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.3	1	0.000674231	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.31	1	0.00060431	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.32	1	0.00054164	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.33	1	0.00048547	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.34	1	0.000435124	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.35	1	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.36	1	0.000349555	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.37	1	0.000313305	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.38	1	0.000280814	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.39	1	0.000251692	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.4	1	0.00022559	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.41	1	0.000202196	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.42	1	0.000181227	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.43	1	0.000162433	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.44	1	0.000145588	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.45	1	0.00013049	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.46	1	0.000116957	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.47	1	0.000104828	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.48	1	9.39572e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.49	1	8.42134e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.5	1	7.54801e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.51	1	6.76525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.52	1	6.06366e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.53	1	5.43483e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.54	1	4.87122e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.55	1	4.36605e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.56	1	3.91327e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.57	1	3.50745e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.58	1	3.14371e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.59	1	2.81769e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.6	1	2.52548e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.61	1	2.26358e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.62	1	2.02884e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.63	1	1.81844e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.64	1	1.62986e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.65	1	1.46083e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.66	1	1.30934e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.67	1	1.17355e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.68	1	1.05185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.69	1	9.42769e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.7	1	8.45e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.71	1	7.5737e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.72	1	6.78827e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.73	1	6.0843e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.74	1	5.45333e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.75	1	4.88779e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.76	1	4.38091e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.77	1	3.92659e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.78	1	3.51938e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.79	1	3.15441e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.8	1	2.82728e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.81	1	2.53408e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.82	1	2.27128e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.83	1	2.03574e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.84	1	1.82462e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.85	1	1.6354e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.86	1	1.4658e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.87	1	1.31379e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.88	1	1.17755e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.89	1	1.05543e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.9	1	9.45977e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.91	1	8.47875e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.92	1	7.59947e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.93	1	6.81137e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.94	1	6.105e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.95	1	5.47188e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.97	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.98	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	0.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.01	0.992621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.02	0.991244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.03	0.989869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.04	0.988496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.05	0.987124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.06	0.985755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.07	0.984387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.08	0.983022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.09	0.981658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.1	0.980296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.11	0.978936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.12	0.977578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.13	0.974498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.14	0.969713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.15	0.964951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.16	0.960213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.17	0.955498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.18	0.950806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.19	0.946137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.2	0.94149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.21	0.936867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.22	0.932267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.23	0.927689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.24	0.923133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.25	0.9186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.26	0.907987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.27	0.897496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.28	0.887126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.29	0.876877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.3	0.866745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.31	0.856731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.32	0.846833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.33	0.837049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.34	0.827377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.35	0.817818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.36	0.808369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.37	0.799029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.38	0.785068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.39	0.76673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.4	0.748821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.41	0.731331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.42	0.714249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.43	0.697566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.44	0.681272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.45	0.665359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.46	0.649818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.47	0.63464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.48	0.619817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.49	0.605339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.5	0.5912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.51	0.568438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.52	0.546552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.53	0.525508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.54	0.505275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.55	0.485821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.56	0.467116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.57	0.449131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.58	0.431838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.59	0.415212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.6	0.399225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.61	0.383854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.62	0.369075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.63	0.351733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.64	0.332248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.65	0.313842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.66	0.296455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.67	0.280032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.68	0.264519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.69	0.249865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.7	0.236023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.71	0.222948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.72	0.210597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.73	0.19893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.74	0.18791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.75	0.1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.76	0.164973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.77	0.15333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.78	0.142508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.79	0.13245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.8	0.123102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.81	0.114414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.82	0.106339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.83	0.0988344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.84	0.091859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.85	0.0853759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.86	0.0793504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.87	0.0737501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.88	0.0680317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.89	0.0622866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.9	0.0570267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.91	0.0522109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.92	0.0478019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.93	0.0437651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.94	0.0400693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.95	0.0366856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.96	0.0335876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.97	0.0307512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.98	0.0281543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.99	0.0257768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	0.0236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.01	0.0212683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.02	0.019167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.03	0.0172732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.04	0.0155666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.05	0.0140286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.06	0.0126426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.07	0.0113935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.08	0.0102678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.09	0.00925332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
