 x	MCS15	MCS14	MCS13	MCS12	MCS11	MCS10	MCS09	MCS08	MCS07	MCS06	MCS05	MCS04	MCS03	MCS02	MCS01	
20.1	0.00833908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.11	0.00751517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.12	0.00677266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.13	0.00610352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.14	0.00550048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.15	0.00495703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.16	0.00446727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.17	0.0040259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.18	0.00362813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.19	0.00326967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.2	0.00294662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.21	0.00265549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.22	0.00239313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.23	0.00215668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.24	0.0019436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.25	0.00175157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.26	0.00157851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.27	0.00142255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.28	0.001282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.29	0.00115534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.3	0.00104119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.31	0.000938321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.32	0.000845614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.33	0.000762066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.34	0.000686773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.35	0.000618919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.36	0.000557769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.37	0.000502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.38	0.000452998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.39	0.000408241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.4	0.000367906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.41	0.000331557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.42	0.000298798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.43	0.000269277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.44	0.000242672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.45	0.000218696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.46	0.000197088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.47	0.000177616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.48	0.000160067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.49	0.000144252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.5	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.51	0.000117156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.52	0.000105581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.53	9.51492e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.54	8.57484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.55	7.72763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.56	6.96413e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.57	6.27607e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.58	5.65599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.59	5.09717e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.6	4.59356e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.61	4.13971e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.62	3.7307e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.63	3.36211e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.64	3.02993e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.65	2.73057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.66	2.46078e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.67	2.21766e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.68	1.99855e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.69	1.80109e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.7	1.62314e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.71	1.46277e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.72	1.31825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.73	1.188e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.74	1.07063e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.75	9.64848e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.76	8.6952e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.77	7.83611e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.78	7.06189e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.79	6.36417e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.8	5.73538e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.81	5.16872e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.82	4.65804e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.83	4.19782e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.84	3.78307e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.85	3.4093e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.86	3.07246e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.87	2.7689e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.88	2.49533e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.89	2.24878e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.9	2.0266e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.91	1.82637e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.92	1.64592e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.93	1.4833e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.94	1.33675e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.95	1.20468e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.96	1.08566e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.97	9.78392e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.98	8.81726e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.99	7.9461e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21	7.16102e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.01	6.4535e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.02	5.81589e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.03	5.24127e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.04	4.72343e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.05	4.25675e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
