 x	data2	data1	
9.14	0.541203	0.00200521	
9.15	0.540744	0.00197541	
9.16	0.540284	0.00194606	
9.17	0.539824	0.00191714	
9.18	0.539364	0.00188865	
9.19	0.538903	0.00186059	
9.2	0.538442	0.00183294	
9.21	0.53798	0.0018057	
9.22	0.537518	0.00177886	
9.23	0.537055	0.00175243	
9.24	0.536592	0.00172638	
9.25	0.536128	0.00170072	
9.26	0.535664	0.00167544	
9.27	0.5352	0.00165054	
9.28	0.534735	0.00162601	
9.29	0.534269	0.00160184	
9.3	0.533803	0.00157803	
9.31	0.533337	0.00155457	
9.32	0.53287	0.00153146	
9.33	0.532402	0.0015087	
9.34	0.531935	0.00148627	
9.35	0.531466	0.00146417	
9.36	0.530998	0.0014424	
9.37	0.530528	0.00142096	
9.38	0.530059	0.00139984	
9.39	0.529588	0.00137902	
9.4	0.529118	0.00135852	
9.41	0.528647	0.00133832	
9.42	0.528175	0.00131842	
9.43	0.527703	0.00129882	
9.44	0.52723	0.00127951	
9.45	0.526757	0.00126048	
9.46	0.526284	0.00124174	
9.47	0.52581	0.00122327	
9.48	0.525336	0.00120508	
9.49	0.524861	0.00118716	
9.5	0.524385	0.00116951	
9.51	0.523909	0.00115212	
9.52	0.523433	0.00113499	
9.53	0.522956	0.00111811	
9.54	0.522479	0.00110148	
9.55	0.522001	0.0010851	
9.56	0.521523	0.00106896	
9.57	0.521044	0.00105306	
9.58	0.520565	0.0010374	
9.59	0.520085	0.00102197	
9.6	0.519605	0.00100677	
9.61	0.519125	0.000991797	
9.62	0.518644	0.000977045	
9.63	0.518162	0.000962513	
9.64	0.51768	0.000948197	
9.65	0.517197	0.000934093	
9.66	0.516714	0.000920199	
9.67	0.516231	0.000906511	
9.68	0.515747	0.000893027	
9.69	0.515262	0.000879744	
9.7	0.514777	0.000866657	
9.71	0.514292	0.000853765	
9.72	0.513806	0.000841065	
9.73	0.513319	0.000828554	
9.74	0.512832	0.000816228	
9.75	0.512345	0.000804086	
9.76	0.511857	0.000792124	
9.77	0.511369	0.00078034	
9.78	0.51088	0.000768731	
9.79	0.510391	0.000757295	
9.8	0.509901	0.000746029	
9.81	0.50941	0.00073493	
9.82	0.508919	0.000723996	
9.83	0.508428	0.000713225	
9.84	0.507936	0.000702614	
9.85	0.507444	0.000692161	
9.86	0.506951	0.000681863	
9.87	0.506458	0.000671718	
9.88	0.505964	0.000661724	
9.89	0.50547	0.000651879	
9.9	0.504975	0.00064218	
9.91	0.50448	0.000632625	
9.92	0.503984	0.000623212	
9.93	0.503488	0.00061394	
9.94	0.502991	0.000604805	
9.95	0.502494	0.000595806	
9.96	0.501996	0.00058694	
9.97	0.501498	0.000578207	
9.98	0.500999	0.000569604	
9.99	0.5005	0.000561128	
10	0.5	0.000552779	
10.01	0.4995	0.000544553	
10.02	0.498999	0.00053645	
10.03	0.498498	0.000528468	
10.04	0.497996	0.000520604	
10.05	0.497494	0.000512857	
10.06	0.496991	0.000505226	
10.07	0.496488	0.000497708	
10.08	0.495984	0.000490301	
10.09	0.49548	0.000483005	
10.1	0.494975	0.000475818	
10.11	0.49447	0.000468737	
10.12	0.493964	0.000461762	
10.13	0.493458	0.00045489	
10.14	0.492951	0.000448121	
10.15	0.492443	0.000441452	
10.16	0.491936	0.000434882	
10.17	0.491427	0.000428411	
10.18	0.490919	0.000422035	
10.19	0.490409	0.000415754	
10.2	0.489899	0.000409567	
10.21	0.489389	0.000403472	
10.22	0.488878	0.000397467	
10.23	0.488367	0.000391552	
10.24	0.487855	0.000385725	
10.25	0.487342	0.000379985	
10.26	0.48683	0.000374329	
10.27	0.486316	0.000368758	
10.28	0.485802	0.00036327	
10.29	0.485288	0.000357864	
10.3	0.484773	0.000352538	
10.31	0.484257	0.000347291	
10.32	0.483741	0.000342122	
10.33	0.483225	0.000337031	
10.34	0.482708	0.000332014	
10.35	0.48219	0.000327073	
10.36	0.481672	0.000322205	
10.37	0.481153	0.00031741	
10.38	0.480634	0.000312685	
10.39	0.480115	0.000308032	
10.4	0.479595	0.000303447	
10.41	0.479074	0.000298931	
10.42	0.478553	0.000294481	
10.43	0.478031	0.000290098	
10.44	0.477509	0.000285781	
10.45	0.476986	0.000281527	
10.46	0.476463	0.000277337	
10.47	0.475939	0.000273209	
10.48	0.475415	0.000269143	
10.49	0.47489	0.000265137	
10.5	0.474364	0.00026119	
10.51	0.473839	0.000257303	
10.52	0.473312	0.000253473	
10.53	0.472785	0.0002497	
10.54	0.472258	0.000245984	
10.55	0.47173	0.000242322	
10.56	0.471201	0.000238715	
10.57	0.470672	0.000235162	
10.58	0.470143	0.000231662	
10.59	0.469612	0.000228214	
10.6	0.469082	0.000224817	
10.61	0.468551	0.00022147	
10.62	0.468019	0.000218174	
10.63	0.467487	0.000214926	
10.64	0.466954	0.000211727	
10.65	0.46642	0.000208576	
10.66	0.465887	0.000205471	
10.67	0.465352	0.000202413	
10.68	0.464817	0.0001994	
10.69	0.464282	0.000196432	
10.7	0.463746	0.000193508	
10.71	0.463209	0.000190627	
10.72	0.462672	0.00018779	
10.73	0.462135	0.000184994	
10.74	0.461597	0.000182241	
10.75	0.461058	0.000179528	
10.76	0.460519	0.000176856	
10.77	0.459979	0.000174223	
10.78	0.459439	0.00017163	
10.79	0.458898	0.000169075	
10.8	0.458356	0.000166558	
10.81	0.457815	0.000164079	
10.82	0.457272	0.000161636	
10.83	0.456729	0.00015923	
10.84	0.456186	0.00015686	
10.85	0.455641	0.000154525	
10.86	0.455097	0.000152225	
10.87	0.454552	0.000149959	
10.88	0.454006	0.000147727	
10.89	0.45346	0.000145527	
10.9	0.452913	0.000143361	
10.91	0.452365	0.000141227	
10.92	0.451818	0.000139125	
10.93	0.451269	0.000137054	
10.94	0.45072	0.000135014	
10.95	0.450171	0.000133004	
10.96	0.44962	0.000131024	
10.97	0.44907	0.000129073	
10.98	0.448519	0.000127152	
10.99	0.447967	0.000125259	
11	0.447415	0.000123395	
11.01	0.446862	0.000121558	
11.02	0.446308	0.000119748	
11.03	0.445754	0.000117966	
11.04	0.4452	0.000116209	
11.05	0.444645	0.00011448	
11.06	0.444089	0.000112775	
11.07	0.443533	0.000111097	
11.08	0.442976	0.000109443	
11.09	0.442419	0.000107813	
11.1	0.441861	0.000106209	
11.11	0.441303	0.000104627	
11.12	0.440744	0.00010307	
11.13	0.440184	0.000101536	
11.14	0.439624	0.000100024	
11.15	0.439063	9.8535e-05	
11.16	0.438502	9.70682e-05	
11.17	0.43794	9.56231e-05	
11.18	0.437378	9.41996e-05	
11.19	0.436815	9.27973e-05	
11.2	0.436252	9.14159e-05	
11.21	0.435688	9.0055e-05	
11.22	0.435123	8.87144e-05	
11.23	0.434558	8.73937e-05	
11.24	0.433992	8.60927e-05	
11.25	0.433426	8.4811e-05	
11.26	0.432859	8.35485e-05	
11.27	0.432291	8.23047e-05	
11.28	0.431723	8.10794e-05	
11.29	0.431155	7.98724e-05	
11.3	0.430586	7.86834e-05	
11.31	0.430016	7.7512e-05	
11.32	0.429446	7.63581e-05	
11.33	0.428875	7.52214e-05	
11.34	0.428304	7.41016e-05	
11.35	0.427732	7.29984e-05	
11.36	0.427159	7.19117e-05	
11.37	0.426586	7.08411e-05	
11.38	0.426012	6.97865e-05	
11.39	0.425438	6.87476e-05	
11.4	0.424863	6.77241e-05	
11.41	0.424288	6.67159e-05	
11.42	0.423712	6.57227e-05	
11.43	0.423135	6.47443e-05	
11.44	0.422558	6.37805e-05	
11.45	0.42198	6.28309e-05	
11.46	0.421402	6.18956e-05	
11.47	0.420823	6.09741e-05	
11.48	0.420244	6.00664e-05	
11.49	0.419664	5.91722e-05	
11.5	0.419083	5.82913e-05	
11.51	0.418502	5.74235e-05	
11.52	0.41792	5.65686e-05	
11.53	0.417338	5.57264e-05	
11.54	0.416755	5.48968e-05	
11.55	0.416171	5.40796e-05	
11.56	0.415587	5.32745e-05	
11.57	0.415002	5.24814e-05	
11.58	0.414417	5.17001e-05	
11.59	0.413831	5.09304e-05	
11.6	0.413245	5.01722e-05	
11.61	0.412658	4.94252e-05	
11.62	0.41207	4.86894e-05	
11.63	0.411482	4.79646e-05	
11.64	0.410893	4.72505e-05	
11.65	0.410303	4.65471e-05	
11.66	0.409713	4.58541e-05	
11.67	0.409123	4.51715e-05	
11.68	0.408532	4.4499e-05	
11.69	0.40794	4.38365e-05	
11.7	0.407348	4.31839e-05	
11.71	0.406755	4.2541e-05	
11.72	0.406161	4.19077e-05	
11.73	0.405567	4.12838e-05	
11.74	0.404972	4.06692e-05	
11.75	0.404377	4.00637e-05	
11.76	0.403781	3.94672e-05	
11.77	0.403184	3.88797e-05	
11.78	0.402587	3.83009e-05	
11.79	0.40199	3.77307e-05	
11.8	0.401391	3.71689e-05	
11.81	0.400792	3.66156e-05	
11.82	0.400193	3.60705e-05	
11.83	0.399593	3.55335e-05	
11.84	0.398992	3.50045e-05	
11.85	0.398391	3.44833e-05	
11.86	0.397789	3.397e-05	
11.87	0.397186	3.34642e-05	
11.88	0.396583	3.2966e-05	
11.89	0.39598	3.24752e-05	
11.9	0.395375	3.19918e-05	
11.91	0.39477	3.15155e-05	
11.92	0.394165	3.10463e-05	
11.93	0.393559	3.05841e-05	
11.94	0.392952	3.01288e-05	
11.95	0.392345	2.96802e-05	
11.96	0.391737	2.92384e-05	
11.97	0.391128	2.88031e-05	
11.98	0.390519	2.83743e-05	
11.99	0.389909	2.79518e-05	
12	0.389299	2.75357e-05	
12.01	0.388688	2.71257e-05	
12.02	0.388076	2.67219e-05	
12.03	0.387464	2.63241e-05	
12.04	0.386851	2.59322e-05	
12.05	0.386237	2.55461e-05	
12.06	0.385623	2.51658e-05	
12.07	0.385009	2.47911e-05	
12.08	0.384393	2.4422e-05	
12.09	0.383778	2.40585e-05	
12.1	0.383161	2.37003e-05	
12.11	0.382544	2.33474e-05	
12.12	0.381926	2.29998e-05	
12.13	0.381308	2.26574e-05	
12.14	0.380689	2.23201e-05	
12.15	0.380069	2.19878e-05	
12.16	0.379449	2.16605e-05	
12.17	0.378828	2.1338e-05	
12.18	0.378206	2.10203e-05	
12.19	0.377584	2.07074e-05	
12.2	0.376962	2.03991e-05	
12.21	0.376338	2.00954e-05	
12.22	0.375714	1.97962e-05	
12.23	0.37509	1.95015e-05	
12.24	0.374464	1.92112e-05	
12.25	0.373839	1.89251e-05	
12.26	0.373212	1.86434e-05	
12.27	0.372585	1.83658e-05	
12.28	0.371957	1.80924e-05	
12.29	0.371329	1.78231e-05	
12.3	0.3707	1.75577e-05	
12.31	0.37007	1.72963e-05	
12.32	0.36944	1.70388e-05	
12.33	0.368809	1.67851e-05	
12.34	0.368178	1.65352e-05	
12.35	0.367546	1.62891e-05	
12.36	0.366913	1.60466e-05	
12.37	0.366279	1.58077e-05	
12.38	0.365645	1.55723e-05	
12.39	0.365011	1.53405e-05	
12.4	0.364375	1.51121e-05	
12.41	0.363739	1.48871e-05	
12.42	0.363103	1.46655e-05	
12.43	0.362466	1.44471e-05	
12.44	0.361828	1.4232e-05	
12.45	0.361189	1.40202e-05	
12.46	0.36055	1.38114e-05	
12.47	0.35991	1.36058e-05	
12.48	0.35927	1.34032e-05	
12.49	0.358629	1.32037e-05	
12.5	0.357987	1.30071e-05	
12.51	0.357345	1.28135e-05	
12.52	0.356702	1.26227e-05	
12.53	0.356058	1.24348e-05	
12.54	0.355414	1.22497e-05	
12.55	0.354769	1.20673e-05	
12.56	0.354124	1.18876e-05	
12.57	0.353477	1.17107e-05	
12.58	0.352831	1.15363e-05	
12.59	0.352183	1.13646e-05	
12.6	0.351535	1.11954e-05	
12.61	0.350886	1.10287e-05	
12.62	0.350237	1.08645e-05	
12.63	0.349587	1.07027e-05	
12.64	0.348936	1.05434e-05	
12.65	0.348285	1.03864e-05	
12.66	0.347632	1.02318e-05	
12.67	0.34698	1.00795e-05	
12.68	0.346326	9.92941e-06	
12.69	0.345672	9.78158e-06	
12.7	0.345018	9.63595e-06	
12.71	0.344362	9.49249e-06	
12.72	0.343706	9.35117e-06	
12.73	0.34305	9.21195e-06	
12.74	0.342393	9.0748e-06	
12.75	0.341735	8.9397e-06	
12.76	0.341076	8.8066e-06	
12.77	0.340417	8.67549e-06	
12.78	0.339757	8.54633e-06	
12.79	0.339096	8.41909e-06	
12.8	0.338435	8.29375e-06	
12.81	0.337773	8.17027e-06	
12.82	0.337111	8.04863e-06	
12.83	0.336447	7.92881e-06	
12.84	0.335784	7.81076e-06	
12.85	0.335119	7.69448e-06	
12.86	0.334454	7.57992e-06	
12.87	0.333788	7.46707e-06	
12.88	0.333121	7.3559e-06	
12.89	0.332454	7.24639e-06	
12.9	0.331786	7.13851e-06	
12.91	0.331118	7.03223e-06	
12.92	0.330448	6.92753e-06	
12.93	0.329779	6.8244e-06	
12.94	0.329108	6.72279e-06	
12.95	0.328437	6.62271e-06	
12.96	0.327765	6.52411e-06	
12.97	0.327092	6.42698e-06	
12.98	0.326419	6.33129e-06	
12.99	0.325745	6.23703e-06	
13	0.325071	6.14417e-06	
13.01	0.324395	6.0527e-06	
13.02	0.323719	5.96259e-06	
13.03	0.323043	5.87382e-06	
13.04	0.322365	5.78637e-06	
13.05	0.321687	5.70022e-06	
13.06	0.321009	5.61536e-06	
13.07	0.32033	5.53175e-06	
13.08	0.31965	5.4494e-06	
13.09	0.318969	5.36827e-06	
13.1	0.318287	5.28834e-06	
13.11	0.317605	5.20961e-06	
13.12	0.316923	5.13205e-06	
13.13	0.316239	5.05565e-06	
13.14	0.315555	4.98038e-06	
13.15	0.31487	4.90623e-06	
13.16	0.314185	4.83319e-06	
13.17	0.313499	4.76123e-06	
13.18	0.312812	4.69034e-06	
13.19	0.312124	4.62051e-06	
13.2	0.311436	4.55172e-06	
13.21	0.310747	4.48396e-06	
13.22	0.310058	4.4172e-06	
13.23	0.309367	4.35144e-06	
13.24	0.308676	4.28665e-06	
13.25	0.307985	4.22283e-06	
13.26	0.307292	4.15996e-06	
13.27	0.306599	4.09803e-06	
13.28	0.305906	4.03702e-06	
13.29	0.305211	3.97692e-06	
13.3	0.304516	3.91771e-06	
13.31	0.30382	3.85938e-06	
13.32	0.303124	3.80192e-06	
13.33	0.302426	3.74532e-06	
13.34	0.301728	3.68956e-06	
13.35	0.30103	3.63463e-06	
13.36	0.30033	3.58052e-06	
13.37	0.29963	3.52721e-06	
13.38	0.29893	3.4747e-06	
13.39	0.298228	3.42297e-06	
13.4	0.297526	3.372e-06	
13.41	0.296823	3.3218e-06	
13.42	0.29612	3.27235e-06	
13.43	0.295416	3.22363e-06	
13.44	0.294711	3.17563e-06	
13.45	0.294005	3.12836e-06	
13.46	0.293299	3.08178e-06	
13.47	0.292592	3.0359e-06	
13.48	0.291884	2.9907e-06	
13.49	0.291175	2.94617e-06	
13.5	0.290466	2.90231e-06	
13.51	0.289756	2.8591e-06	
13.52	0.289046	2.81654e-06	
13.53	0.288334	2.7746e-06	
13.54	0.287622	2.73329e-06	
13.55	0.28691	2.6926e-06	
13.56	0.286196	2.65251e-06	
13.57	0.285482	2.61302e-06	
13.58	0.284767	2.57412e-06	
13.59	0.284052	2.5358e-06	
13.6	0.283335	2.49804e-06	
13.61	0.282618	2.46085e-06	
13.62	0.281901	2.42422e-06	
13.63	0.281182	2.38812e-06	
13.64	0.280463	2.35257e-06	
13.65	0.279743	2.31754e-06	
13.66	0.279022	2.28304e-06	
13.67	0.278301	2.24905e-06	
13.68	0.277579	2.21557e-06	
13.69	0.276856	2.18258e-06	
13.7	0.276133	2.15009e-06	
13.71	0.275408	2.11808e-06	
13.72	0.274684	2.08654e-06	
13.73	0.273958	2.05548e-06	
13.74	0.273231	2.02488e-06	
13.75	0.272504	1.99473e-06	
13.76	0.271776	1.96503e-06	
13.77	0.271048	1.93578e-06	
13.78	0.270319	1.90696e-06	
13.79	0.269588	1.87857e-06	
13.8	0.268858	1.8506e-06	
13.81	0.268126	1.82305e-06	
13.82	0.267394	1.7959e-06	
13.83	0.266661	1.76917e-06	
13.84	0.265927	1.74283e-06	
13.85	0.265193	1.71688e-06	
13.86	0.264458	1.69132e-06	
13.87	0.263722	1.66614e-06	
13.88	0.262985	1.64133e-06	
13.89	0.262248	1.6169e-06	
13.9	0.26151	1.59282e-06	
13.91	0.260771	1.56911e-06	
13.92	0.260031	1.54575e-06	
13.93	0.259291	1.52274e-06	
13.94	0.25855	1.50007e-06	
13.95	0.257808	1.47773e-06	
13.96	0.257065	1.45573e-06	
13.97	0.256322	1.43406e-06	
13.98	0.255578	1.41271e-06	
13.99	0.254833	1.39168e-06	
14	0.254088	1.37096e-06	
14.01	0.253341	1.35055e-06	
14.02	0.252594	1.33044e-06	
14.03	0.251847	1.31063e-06	
14.04	0.251098	1.29112e-06	
14.05	0.250349	1.2719e-06	
14.06	0.249599	1.25296e-06	
14.07	0.248848	1.23431e-06	
14.08	0.248096	1.21593e-06	
14.09	0.247344	1.19783e-06	
14.1	0.246591	1.17999e-06	
14.11	0.245837	1.16243e-06	
14.12	0.245083	1.14512e-06	
14.13	0.244327	1.12807e-06	
14.14	0.243571	1.11128e-06	
14.15	0.242815	1.09473e-06	
14.16	0.242057	1.07843e-06	
14.17	0.241299	1.06238e-06	
14.18	0.24054	1.04656e-06	
14.19	0.23978	1.03098e-06	
14.2	0.239019	1.01563e-06	
14.21	0.238258	1.00051e-06	
14.22	0.237496	9.85614e-07	
14.23	0.236733	9.7094e-07	
14.24	0.235969	9.56485e-07	
14.25	0.235205	9.42245e-07	
14.26	0.23444	9.28216e-07	
14.27	0.233674	9.14397e-07	
14.28	0.232907	9.00783e-07	
14.29	0.232139	8.87373e-07	
14.3	0.231371	8.74161e-07	
14.31	0.230602	8.61147e-07	
14.32	0.229832	8.48326e-07	
14.33	0.229062	8.35696e-07	
14.34	0.228291	8.23254e-07	
14.35	0.227518	8.10998e-07	
14.36	0.226746	7.98923e-07	
14.37	0.225972	7.87029e-07	
14.38	0.225198	7.75312e-07	
14.39	0.224422	7.63769e-07	
14.4	0.223646	7.52398e-07	
14.41	0.22287	7.41196e-07	
14.42	0.222092	7.30161e-07	
14.43	0.221314	7.1929e-07	
14.44	0.220535	7.08582e-07	
14.45	0.219755	6.98032e-07	
14.46	0.218974	6.8764e-07	
14.47	0.218193	6.77402e-07	
14.48	0.217411	6.67317e-07	
14.49	0.216628	6.57382e-07	
14.5	0.215844	6.47595e-07	
14.51	0.215059	6.37953e-07	
14.52	0.214274	6.28455e-07	
14.53	0.213488	6.19099e-07	
14.54	0.212701	6.09882e-07	
14.55	0.211913	6.00802e-07	
14.56	0.211125	5.91857e-07	
14.57	0.210336	5.83046e-07	
14.58	0.209545	5.74365e-07	
14.59	0.208755	5.65814e-07	
14.6	0.207963	5.5739e-07	
14.61	0.207171	5.49092e-07	
14.62	0.206377	5.40917e-07	
14.63	0.205583	5.32864e-07	
14.64	0.204789	5.2493e-07	
14.65	0.203993	5.17115e-07	
14.66	0.203197	5.09416e-07	
14.67	0.202399	5.01832e-07	
14.68	0.201601	4.94361e-07	
14.69	0.200803	4.87001e-07	
14.7	0.200003	4.7975e-07	
14.71	0.199203	4.72608e-07	
14.72	0.198401	4.65571e-07	
14.73	0.197599	4.5864e-07	
14.74	0.196797	4.51812e-07	
14.75	0.195993	4.45085e-07	
14.76	0.195188	4.38459e-07	
14.77	0.194383	4.31931e-07	
14.78	0.193577	4.255e-07	
14.79	0.19277	4.19165e-07	
14.8	0.191963	4.12925e-07	
14.81	0.191154	4.06777e-07	
14.82	0.190345	4.00721e-07	
14.83	0.189535	3.94755e-07	
14.84	0.188724	3.88878e-07	
14.85	0.187912	3.83088e-07	
14.86	0.1871	3.77385e-07	
14.87	0.186287	3.71766e-07	
14.88	0.185473	3.66231e-07	
14.89	0.184658	3.60779e-07	
14.9	0.183842	3.55408e-07	
14.91	0.183025	3.50116e-07	
14.92	0.182208	3.44904e-07	
14.93	0.18139	3.39769e-07	
14.94	0.180571	3.3471e-07	
14.95	0.179751	3.29727e-07	
14.96	0.17893	3.24818e-07	
14.97	0.178109	3.19982e-07	
14.98	0.177286	3.15218e-07	
14.99	0.176463	3.10525e-07	
15	0.175639	3.05902e-07	
15.01	0.174815	3.01348e-07	
15.02	0.173989	2.96861e-07	
15.03	0.173163	2.92442e-07	
15.04	0.172335	2.88088e-07	
15.05	0.171507	2.83799e-07	
15.06	0.170678	2.79574e-07	
15.07	0.169849	2.75411e-07	
15.08	0.169018	2.71311e-07	
15.09	0.168187	2.67272e-07	
15.1	0.167354	2.63292e-07	
15.11	0.166521	2.59373e-07	
15.12	0.165687	2.55511e-07	
15.13	0.164853	2.51707e-07	
15.14	0.164017	2.4796e-07	
15.15	0.163181	2.44268e-07	
15.16	0.162344	2.40631e-07	
15.17	0.161505	2.37049e-07	
15.18	0.160667	2.3352e-07	
15.19	0.159827	2.30043e-07	
15.2	0.158986	2.26618e-07	
15.21	0.158145	2.23244e-07	
15.22	0.157302	2.1992e-07	
15.23	0.156459	2.16646e-07	
15.24	0.155615	2.13421e-07	
15.25	0.154771	2.10243e-07	
15.26	0.153925	2.07113e-07	
15.27	0.153078	2.0403e-07	
15.28	0.152231	2.00992e-07	
15.29	0.151383	1.98e-07	
15.3	0.150534	1.95052e-07	
15.31	0.149684	1.92148e-07	
15.32	0.148833	1.89287e-07	
15.33	0.147982	1.86469e-07	
15.34	0.147129	1.83693e-07	
15.35	0.146276	1.80958e-07	
15.36	0.145422	1.78264e-07	
15.37	0.144567	1.7561e-07	
15.38	0.143711	1.72996e-07	
15.39	0.142854	1.7042e-07	
15.4	0.141997	1.67883e-07	
15.41	0.141138	1.65383e-07	
15.42	0.140279	1.62921e-07	
15.43	0.139419	1.60495e-07	
15.44	0.138558	1.58106e-07	
15.45	0.137696	1.55752e-07	
15.46	0.136833	1.53433e-07	
15.47	0.135969	1.51149e-07	
15.48	0.135105	1.48899e-07	
15.49	0.13424	1.46682e-07	
15.5	0.133373	1.44498e-07	
15.51	0.132506	1.42347e-07	
15.52	0.131639	1.40227e-07	
15.53	0.13077	1.3814e-07	
15.54	0.1299	1.36083e-07	
15.55	0.12903	1.34057e-07	
15.56	0.128158	1.32061e-07	
15.57	0.127286	1.30095e-07	
15.58	0.126413	1.28158e-07	
15.59	0.125539	1.2625e-07	
15.6	0.124664	1.24371e-07	
15.61	0.123788	1.22519e-07	
15.62	0.122911	1.20695e-07	
15.63	0.122034	1.18898e-07	
15.64	0.121155	1.17128e-07	
15.65	0.120276	1.15384e-07	
15.66	0.119396	1.13666e-07	
15.67	0.118515	1.11974e-07	
15.68	0.117633	1.10307e-07	
15.69	0.11675	1.08665e-07	
15.7	0.115866	1.07047e-07	
15.71	0.114982	1.05453e-07	
15.72	0.114096	1.03883e-07	
15.73	0.11321	1.02336e-07	
15.74	0.112323	1.00813e-07	
15.75	0.111435	9.93119e-08	
15.76	0.110546	9.78334e-08	
15.77	0.109656	9.63768e-08	
15.78	0.108765	9.4942e-08	
15.79	0.107873	9.35285e-08	
15.8	0.106981	9.2136e-08	
15.81	0.106087	9.07643e-08	
15.82	0.105193	8.9413e-08	
15.83	0.104298	8.80818e-08	
15.84	0.103402	8.67704e-08	
15.85	0.102505	8.54786e-08	
15.86	0.101607	8.4206e-08	
15.87	0.100708	8.29523e-08	
15.88	0.099808	8.17173e-08	
15.89	0.0989073	8.05007e-08	
15.9	0.0980058	7.93022e-08	
15.91	0.0971033	7.81215e-08	
15.92	0.0962	7.69585e-08	
15.93	0.0952957	7.58127e-08	
15.94	0.0943906	7.4684e-08	
15.95	0.0934845	7.35721e-08	
15.96	0.0925776	7.24767e-08	
15.97	0.0916697	7.13977e-08	
15.98	0.0907609	7.03347e-08	
15.99	0.0898512	6.92876e-08	
16	0.0889406	6.8256e-08	
16.01	0.0880291	6.72398e-08	
16.02	0.0871167	6.62388e-08	
16.03	0.0862033	6.52526e-08	
16.04	0.0852891	6.42811e-08	
16.05	0.0843739	6.33241e-08	
16.06	0.0834578	6.23813e-08	
16.07	0.0825408	6.14526e-08	
16.08	0.0816229	6.05377e-08	
16.09	0.0807041	5.96364e-08	
16.1	0.0797843	5.87485e-08	
16.11	0.0788636	5.78739e-08	
16.12	0.077942	5.70122e-08	
16.13	0.0770195	5.61634e-08	
16.14	0.0760961	5.53273e-08	
16.15	0.0751717	5.45035e-08	
16.16	0.0742464	5.36921e-08	
16.17	0.0733202	5.28927e-08	
16.18	0.072393	5.21053e-08	
16.19	0.071465	5.13295e-08	
16.2	0.070536	5.05653e-08	
16.21	0.0696061	4.98125e-08	
16.22	0.0686752	4.90709e-08	
16.23	0.0677434	4.83403e-08	
16.24	0.0668107	4.76206e-08	
16.25	0.065877	4.69116e-08	
16.26	0.0649424	4.62132e-08	
16.27	0.0640069	4.55252e-08	
16.28	0.0630704	4.48474e-08	
16.29	0.062133	4.41797e-08	
16.3	0.0611947	4.3522e-08	
16.31	0.0602554	4.2874e-08	
16.32	0.0593152	4.22357e-08	
16.33	0.0583741	4.16069e-08	
16.34	0.057432	4.09874e-08	
16.35	0.0564889	4.03772e-08	
16.36	0.0555449	3.97761e-08	
16.37	0.0546	3.91839e-08	
16.38	0.0536541	3.86005e-08	
16.39	0.0527073	3.80258e-08	
16.4	0.0517596	3.74597e-08	
16.41	0.0508108	3.6902e-08	
16.42	0.0498612	3.63526e-08	
16.43	0.0489106	3.58114e-08	
16.44	0.047959	3.52782e-08	
16.45	0.0470065	3.4753e-08	
16.46	0.046053	3.42356e-08	
16.47	0.0450986	3.37259e-08	
16.48	0.0441432	3.32238e-08	
16.49	0.0431869	3.27291e-08	
16.5	0.0422296	3.22419e-08	
16.51	0.0412713	3.17618e-08	
16.52	0.0403121	3.1289e-08	
16.53	0.039352	3.08231e-08	
16.54	0.0383908	3.03642e-08	
16.55	0.0374287	2.99122e-08	
16.56	0.0364657	2.94668e-08	
16.57	0.0355017	2.90281e-08	
16.58	0.0345367	2.8596e-08	
16.59	0.0335707	2.81702e-08	
16.6	0.0326038	2.77508e-08	
16.61	0.031636	2.73377e-08	
16.62	0.0306671	2.69307e-08	
16.63	0.0296973	2.65297e-08	
16.64	0.0287265	2.61347e-08	
16.65	0.0277547	2.57457e-08	
16.66	0.026782	2.53624e-08	
16.67	0.0258083	2.49848e-08	
16.68	0.0248336	2.46128e-08	
16.69	0.023858	2.42463e-08	
16.7	0.0228813	2.38854e-08	
16.71	0.0219037	2.35298e-08	
16.72	0.0209251	2.31794e-08	
16.73	0.0199456	2.28343e-08	
16.74	0.018965	2.24944e-08	
16.75	0.0179835	2.21595e-08	
16.76	0.017001	2.18296e-08	
16.77	0.0160175	2.15046e-08	
16.78	0.015033	2.11844e-08	
16.79	0.0140476	2.0869e-08	
16.8	0.0130611	2.05583e-08	
16.81	0.0120737	2.02522e-08	
16.82	0.0110853	1.99507e-08	
16.83	0.0100959	1.96537e-08	
16.84	0.00910547	1.93611e-08	
16.85	0.00811408	1.90728e-08	
16.86	0.0071217	1.87889e-08	
16.87	0.00612833	1.85092e-08	
16.88	0.00513396	1.82336e-08	
16.89	0.00413859	1.79621e-08	
16.9	0.00314223	1.76947e-08	
16.91	0.00214488	1.74313e-08	
16.92	0.00114652	1.71718e-08	
16.93	0.00014717	1.69161e-08	
16.94	-0.000853183	1.66643e-08	
16.95	-0.00185454	1.64162e-08	
16.96	-0.00285689	1.61717e-08	
16.97	-0.00386025	1.5931e-08	
16.98	-0.00486461	1.56938e-08	
16.99	-0.00586998	1.54602e-08	
17	-0.00687635	1.523e-08	
17.01	-0.00788373	1.50032e-08	
17.02	-0.00889212	1.47799e-08	
17.03	-0.00990152	1.45598e-08	
17.04	-0.0109119	1.43431e-08	
17.05	-0.0119233	1.41295e-08	
17.06	-0.0129358	1.39192e-08	
17.07	-0.0139492	1.37119e-08	
